id;nomer;cxema;sost;kod_po;kod_p;uzel_p;pr_p;kod;uzel;pr;kod_cekz_p;kod_co;uzel_co;pr_co;kod1_gv;uzel1_gv;pr1_gv;kod2_gv;uzel2_gv;pr2_gv;nomer_building;name_building;h;k_akkuml;kodur;kodtr;kod_gvs;kodkv;geodz;otoplz;otopln;otn_fs;otopl_tp;ventil;kondiz;txz;txop;txoo;gvop;gvoo;gvpr;gvsm;gvps;gvpw;uf;gvs_max;rez;t_pot_rez;utechp;utecho;prznz;prznp;przno;pp;po;g_otoplz;g_otopln;g_ventil;g_kondiz;g_gvop;g_gvoo;g_rez;g_gvpr;g_gvsm;g_gvps;g_gvpw;gsz;gszl;gszpr;gsop;gsoppr;gsoo;gsoopr;pr_avar_tp;a13;a15;a14;a17;pr_sopr;pr_teplo;a7;a8;a9;a10;a11;a12;a18;a19;a19_co;a22;a23;pr_shaibi;pr_per_pd;p_per_pd;tr_tv_co;tr_tv_cv;tr_gvs;pr_uchet;a24;a25;pr_avtomat;pp_fact;po_fact;kod_owner;otv;nomer_regist;contract;datenew;motiv1_date;motiv1;motiv2_date;motiv2;kol_remount;vers;date_archives;apxiv;operator;memo;f_otoplz;f_otopln;f_otn_fs;f_otopl_tp;f_ventil;f_kondiz;f_txz;f_txop;f_txoo;f_gvop;f_gvoo;f_gvpr;f_gvsm;f_gvps;f_gvpw;p_otoplz;p_otopln;p_otn_fs;p_otopl_tp;p_ventil;p_kondiz;p_txz;p_txop;p_txoo;p_gvop;p_gvoo;p_gvpr;p_gvsm;p_gvps;p_gvpw
80;210;C3.1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;0;0;0;0;0;0;0;2;0;0;NULL;NULL;2;0;0;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;0;0;0;NULL;0;0;0;0;0;0;3;NULL;0;3;3;3;3;NULL;0;2;1;0;0;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
81;211;C4.1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;0;0;0;0;0;0;0;0;2;0;NULL;NULL;2;0;0;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;0;0;0;NULL;0;0;0;0;0;3;3;NULL;3;3;3;3;3;NULL;0;2;1;0;0;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
82;212;C5.1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;2;NULL;NULL;2;0;0;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;3;0;0;NULL;0;0;0;0;0;3;3;NULL;3;3;3;3;3;NULL;0;2;1;0;0;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
83;213;C6.1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;0;0;0;0;0;2;0;0;0;0;NULL;NULL;2;0;0;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;0;0;3;3;3;NULL;0;0;0;NULL;0;0;3;0;3;0;0;NULL;0;0;3;3;3;NULL;0;2;1;0;0;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
84;214;C7.1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;0;0;0;0;0;0;2;0;0;0;NULL;NULL;2;0;0;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;1;1;3;3;3;NULL;0;0;0;NULL;0;0;3;0;3;0;0;NULL;0;0;3;3;3;NULL;0;2;1;0;0;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
85;215;C6.2;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;0;0;0;0;0;2;0;0;0;0;NULL;NULL;2;2;2;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;0;0;3;3;3;NULL;0;0;0;NULL;0;0;3;3;3;0;0;NULL;0;0;3;3;3;NULL;0;2;1;0;1;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
86;216;C7.2;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;0;0;0;0;0;0;2;0;0;0;NULL;NULL;2;2;2;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;1;1;3;3;3;NULL;0;0;0;NULL;0;0;3;3;3;0;0;NULL;0;0;3;3;3;NULL;0;2;1;0;0;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
87;217;C4.2;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;0;0;0;0;0;0;0;0;2;0;NULL;NULL;2;2;2;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;0;0;0;NULL;0;0;0;0;0;3;3;NULL;3;3;3;3;3;NULL;0;2;1;0;0;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
88;218;C3.2;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;0;0;0;0;0;0;0;2;0;0;NULL;NULL;2;2;2;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;0;0;0;NULL;0;0;0;0;0;0;3;NULL;0;3;3;3;3;NULL;0;2;1;0;0;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
89;219;C5.2;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;2;NULL;NULL;2;2;2;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;3;0;0;NULL;0;0;0;0;0;3;3;NULL;3;3;3;3;3;NULL;0;2;1;0;0;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
90;220;C3.3;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;2;0;0;0;0;0;0;2;0;0;NULL;NULL;2;0;0;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;0;0;0;NULL;3;0;0;0;0;0;3;NULL;0;3;3;3;3;NULL;2;2;1;0;1;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
91;221;C3.4;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;2;0;0;0;0;0;0;2;0;0;NULL;NULL;2;2;2;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;0;0;0;NULL;3;0;0;0;0;0;3;NULL;0;3;3;3;3;NULL;2;2;1;0;1;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
92;222;C4.3;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;2;0;0;0;0;0;0;0;2;0;NULL;NULL;2;0;0;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;0;0;0;NULL;3;0;0;0;0;3;3;NULL;3;3;3;3;3;NULL;2;2;1;0;1;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
93;223;C4.4;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;2;0;0;0;0;0;0;0;2;0;NULL;NULL;2;2;2;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;0;0;0;NULL;3;0;0;0;0;3;3;NULL;3;3;3;3;3;NULL;2;2;1;0;1;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
94;224;C5.3;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;2;0;0;0;0;0;0;0;0;2;NULL;NULL;2;0;0;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;3;0;0;NULL;3;0;0;0;0;3;3;NULL;3;3;3;3;3;NULL;2;2;1;0;1;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
95;225;C5.4;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;2;0;0;0;0;0;0;0;0;2;NULL;NULL;2;2;2;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;3;0;0;NULL;3;0;0;0;0;3;3;NULL;3;3;3;3;3;NULL;2;2;1;0;0;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
96;226;C6.3;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;2;0;0;0;0;2;0;0;0;0;NULL;NULL;2;0;0;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;0;0;3;3;3;NULL;0;0;0;NULL;3;0;3;0;3;0;0;NULL;0;0;3;3;3;NULL;2;2;1;0;1;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
97;227;C7.3;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;2;0;0;0;0;0;2;0;0;0;NULL;NULL;2;0;0;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;1;1;3;3;3;NULL;0;0;0;NULL;3;0;3;0;3;0;0;NULL;0;0;3;3;3;NULL;2;2;1;0;1;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
98;228;C7.4;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;2;0;0;0;0;0;2;0;0;0;NULL;NULL;2;2;2;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;1;1;3;3;3;NULL;0;0;0;NULL;3;0;3;3;3;0;0;NULL;0;0;3;3;3;NULL;2;2;1;0;1;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
99;229;C15.1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;0;2;NULL;2;0;0;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;3;0;0;NULL;0;0;0;0;0;0;3;NULL;0;3;3;3;3;NULL;0;2;1;0;0;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
100;230;C15.2;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;0;0;0;0;0;0;0;0;0;0;2;NULL;2;2;2;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;3;0;0;NULL;0;0;0;0;0;0;3;NULL;0;3;3;3;3;NULL;0;2;1;0;0;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
101;231;C15.3;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;2;0;0;0;0;0;0;0;0;0;2;NULL;2;0;0;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;3;0;0;NULL;3;0;0;0;0;0;3;NULL;0;3;3;3;3;NULL;2;2;1;0;1;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
102;232;C6.4;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;2;0;0;0;0;2;0;0;0;0;NULL;NULL;2;2;2;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;0;0;3;3;3;NULL;0;0;0;NULL;3;0;3;0;3;0;0;NULL;0;0;3;3;3;NULL;2;2;1;0;1;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
103;233;C15.4;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;2;0;0;0;0;0;0;0;0;0;2;NULL;2;2;2;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;0;0;3;3;3;NULL;3;0;0;NULL;3;0;0;0;0;0;3;NULL;0;3;3;3;3;NULL;2;2;1;0;1;8;1;1;7;7;7;7;7;7;7;7;7;7;0;7;0;7;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
