15.4,1,O,0,O,Задвижка,40120,-39680,40050,-39680,8
15.4,0,P,,,Термометр,40050,-39930,,,19
15.4,0,P,,,Манометр,40050,-39930,,,17
15.4,0,O,,,Термометр,40050,-39680,,,19
15.4,0,O,,,Манометр,40050,-39680,,,17
15.4,0,P,1,P,Расходомер,40050,-39930,40120,-39930,18
15.4,2,P,,,Манометр,40200,-39930,,,17
15.4,4,P,,,Манометр,40210,-39880,,,17
15.4,5,P,,,Манометр,40280,-39800,,,17
15.4,5,O,,,Манометр,40280,-39680,,,17
15.4,5,P,,,Термометр,40280,-39800,,,19
15.4,5,O,,,Термометр,40280,-39680,,,19
15.4,2,O,,,Манометр,40200,-39680,,,17
15.4,100000,P,100000,O,Расходомер,0,0,0,0,26
15.4,100000,O,,,Термометр,0,0,,,31
15.4,100000,P,,,Термометр,0,0,,,23
15.4,6,P,5,P,Задвижка,40210,-39800,40280,-39800,49
15.4,6,P,5,O,Задвижка,40210,-39800,40280,-39680,50
15.4,5,O,7,O,Участок теплопровода,40280,-39680,40320,-39680,4727
15.4,3,P,8,P,Задвижка,40260,-39930,40320,-39880,48
15.4,8,P,9,P,Диафрагма,40320,-39880,40320,-39820,2
15.4,9,P,9,O,Калориферная установка,40320,-39820,40320,-39770,9
15.4,9,O,7,O,Участок теплопровода,40320,-39770,40320,-39680,4728
15.4,3,P,8,P,Расходомер,40260,-39930,40320,-39880,18
15.4,9,P,,,Манометр,40320,-39820,,,17
15.4,9,O,,,Термометр,40320,-39770,,,19
15.4,100000,P,100000,O,Расходомер,0,0,0,0,42
15.4,100000,P,,,Термометр,0,0,,,24
15.4,5,P,,,Манометр,40280,-39800,,,17
15.5,0,P,1,P,Задвижка,40090,-39870,40150,-39870,7
15.5,1,P,2,P,Диафрагма,40150,-39870,40200,-39870,5
15.5,2,P,3,P,Участок теплопровода,40200,-39870,40250,-39870,13
15.5,3,P,4,P,Диафрагма,40250,-39870,40300,-39870,1
15.5,4,P,6,P,Теплообменник,40300,-39870,40360,-39870,11
